"scene_id","title","release_year","scene_location","scene_location","production_co","director","filming_type","zip_code","start_date","end_date"
"997672","Looking","2014","Fort Funston","fort funston","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94132","10/13/2014","10/16/2014"
"661845","Looking","2014","Folsom Street Fair on Folsom St.","folsom street fair on folsom st","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94107","2/3/2014","2/6/2014"
"919020","Looking","2014","Orphan Andy's","orphan andy's","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94114","9/27/2014","9/30/2014"
"818189","Looking","2014","The Stud","the stud","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94103","5/6/2014","5/9/2014"
"986888","Looking","2014","Mr. S Leather","mr s leather","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94103","1/23/2014","1/26/2014"
"181310","Looking","2014","2866 24th St.","2866 24th st","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94110","7/8/2014","7/11/2014"
"929722","Looking","2014","24th and Church St.","24th and church st","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94114","11/26/2014","11/29/2014"
"642654","Looking","2014","Church and Duboce Muni Station","church and duboce muni station","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94107","2/18/2014","2/21/2014"
"835671","Looking","2014","St. Francis Fountain","st francis fountain","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94110","3/23/2014","3/26/2014"
"206237","Looking","2014","Muni line N- Judah","muni line n- judah","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94122","1/10/2014","1/13/2014"
"843353","Looking","2014","Sutro Baths","sutro baths","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94121","7/23/2014","7/26/2014"
"507947","Looking","2014","Golden Gate Park","golden gate park","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94121","12/14/2014","12/17/2014"
"853447","Looking","2014","Market & Church St.","market & church st","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94114","7/14/2014","7/17/2014"
"193898","Looking","2014","Willy's Barber Shop","willy's barber shop","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94133","7/18/2014","7/21/2014"
"206444","Looking","2014","Jawbone at 99 Rhode Island St.","jawbone at 99 rhode island st","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94103","12/11/2014","12/14/2014"
"548515","Looking","2014","Urban Flowers","urban flowers","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94114","6/26/2014","6/29/2014"
"395220","Looking","2014","770 Haight St","770 haight st","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94117","9/23/2014","9/26/2014"
"163939","Looking","2014","Eros","eros","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94102","9/21/2014","9/24/2014"
"558454","Looking","2014","Doc's Clock","doc's clock","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94110","1/17/2014","1/20/2014"
"412049","Looking","2014","Starbucks at 333 O'Farrell St.","starbucks at 333 o'farrell st","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94102","10/11/2014","10/14/2014"
"897915","Looking","2014","Union Square","union square","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94108","1/1/2014","1/4/2014"
"852339","Looking","2014","The Café at 2369 Market St.","the café at 2369 market st","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94114","3/27/2014","3/30/2014"
"487745","Looking","2014","Castro St. from Market to 18th St.","castro st from market to 18th st","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94114","6/13/2014","6/16/2014"
"513149","Looking","2014","Bay Bridge","bay bridge","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94612","5/13/2014","5/16/2014"
"983590","Looking","2014","Treasure Island","treasure island","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94130","9/26/2014","9/29/2014"
"960987","Looking","2014","The Fairmont","the fairmont","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94108","2/6/2014","2/9/2014"
"742468","Looking","2014","1890 Clay St.","1890 clay st","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94109","11/14/2014","11/17/2014"
"605502","Looking","2014","2000 Folsom","2000 folsom","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94110","12/12/2014","12/15/2014"
"486367","Looking","2014","Mission Arts Center","mission arts center","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94110","3/2/2014","3/5/2014"
"174370","Looking","2014","2413 Harrison St.","2413 harrison st","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94110","5/10/2014","5/13/2014"
"666431","Looking","2014","Muddy Waters Coffee House","muddy waters coffee house","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94110","5/13/2014","5/16/2014"
"906283","Looking","2014","Valencia St. from 16th to 17th","valencia st from 16th to 17th","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94103","1/10/2014","1/13/2014"
"284792","Looking","2014","601 Buena Vista West","601 buena vista west","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94117","5/2/2014","5/5/2014"
"945711","Looking","2014","Dolores Park","dolores park","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94114","6/20/2014","6/23/2014"
"375300","Looking","2014","Casa Lucas Market at 2934 24th St","casa lucas market at 2934 24th st","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94110","4/19/2014","4/22/2014"
"274087","Looking","2014","Punjab","punjab","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94110","7/24/2014","7/27/2014"
"829921","Looking","2014","BART from Civic Center to 24th St.","bart from civic center to 24th st","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94110","7/3/2014","7/6/2014"
"146418","Love & Taxes","2014","The Marsh Theatre (1062 Valencia Street)","the marsh theatre (1062 valencia street)","Bad Company Films","Jacob Kornbluth","Feature Film","94110","2/17/2014","2/20/2014"
"826414","Love & Taxes","2014","20 Hill Street","20 hill street","Bad Company Films","Jacob Kornbluth","Feature Film","94110","10/28/2014","10/31/2014"
"557790","Love & Taxes","2014","198 Gough Street","198 gough street","Bad Company Films","Jacob Kornbluth","Feature Film","94102","11/8/2014","11/11/2014"
"164763","Murder in the First, Season 1","2014","1821 Alabama Street","1821 alabama street","Turner North Center Productions","Steven Bochcho","TV Series_x000D_
","94110","6/4/2014","6/7/2014"
"939773","Murder in the First, Season 1","2014","Hall of Justice (850 Bryant Street)","hall of justice (850 bryant street)","Turner North Center Productions","Steven Bochcho","TV Series_x000D_
","94103","2/20/2014","2/23/2014"
"983260","Murder in the First, Season 1","2014","Cameron House (920 Sacramento Street)","cameron house (920 sacramento street)","Turner North Center Productions","Steven Bochcho","TV Series_x000D_
","94108","1/15/2014","1/18/2014"
"607649","Murder in the First, Season 1","2014","504 Broadway","504 broadway","Turner North Center Productions","Steven Bochcho","TV Series_x000D_
","94133","8/7/2014","8/10/2014"
"245216","Murder in the First, Season 1","2014","9 Calhoun Terrace","9 calhoun terrace","Turner North Center Productions","Steven Bochcho","TV Series_x000D_
","94133","9/1/2014","9/4/2014"
"665054","Murder in the First, Season 1","2014","AT&T Park","at&t park","Turner North Center Productions","Steven Bochcho","TV Series_x000D_
","94107","10/24/2014","10/27/2014"
"231458","Murder in the First, Season 1","2014","Berry Street between 3rd and 4th Streets","berry street between 3rd and 4th streets","Turner North Center Productions","Steven Bochcho","TV Series_x000D_
","94158","10/4/2014","10/7/2014"
"112452","Murder in the First, Season 1","2014","Kearny Street between Broadway and Pacific Avenue","kearny street between broadway and pacific avenue","Turner North Center Productions","Steven Bochcho","TV Series_x000D_
","94133","2/19/2014","2/22/2014"
"846949","Murder in the First, Season 1","2014","731 Grant Avenue","731 grant avenue","Turner North Center Productions","Steven Bochcho","TV Series_x000D_
","94108","1/14/2014","1/17/2014"
"485997","Murder in the First, Season 1","2014","Waverly Alley between Grant and Sacramento Streets","waverly alley between grant and sacramento streets","Turner North Center Productions","Steven Bochcho","TV Series_x000D_
","94108","12/6/2014","12/9/2014"
"350732","Murder in the First, Season 1","2014","Joice Street at Clay Street","joice street at clay street","Turner North Center Productions","Steven Bochcho","TV Series_x000D_
","94108","1/25/2014","1/28/2014"
"282070","Murder in the First, Season 1","2014","Palace of Fine Arts (3301 Lyon Street)","palace of fine arts (3301 lyon street)","Turner North Center Productions","Steven Bochcho","TV Series_x000D_
","94123","6/5/2014","6/8/2014"
"704705","Murder in the First, Season 1","2014","800 Bay Street","800 bay street","Turner North Center Productions","Steven Bochcho","TV Series_x000D_
","94109","12/11/2014","12/14/2014"
"158478","Murder in the First, Season 1","2014","1201 Columbus Avenue","1201 columbus avenue","Turner North Center Productions","Steven Bochcho","TV Series_x000D_
","94133","11/1/2014","11/4/2014"
"980322","Murder in the First, Season 1","2014","Pier 45","pier 45","Turner North Center Productions","Steven Bochcho","TV Series_x000D_
","94133","8/14/2014","8/17/2014"
"293040","Murder in the First, Season 1","2014","369 Embarcadero","369 embarcadero","Turner North Center Productions","Steven Bochcho","TV Series_x000D_
","94105","3/9/2014","3/12/2014"
"302048","Murder in the First, Season 1","2014","Dolores Park","dolores park","Turner North Center Productions","Steven Bochcho","TV Series_x000D_
","94114","2/1/2014","2/4/2014"
"582449","Murder in the First, Season 1","2014","24th Street between Folsom and Harrison Streets","24th street between folsom and harrison streets","Turner North Center Productions","Steven Bochcho","TV Series_x000D_
","94110","12/6/2014","12/9/2014"
"132725","Murder in the First, Season 1","2014","13 Lucky Street","13 lucky street","Turner North Center Productions","Steven Bochcho","TV Series_x000D_
","94110","1/7/2014","1/10/2014"
"933908","Murder in the First, Season 1","2014","1541 Grove Street","1541 grove street","Turner North Center Productions","Steven Bochcho","TV Series_x000D_
","94117","12/22/2014","12/25/2014"
"841569","Murder in the First, Season 1","2014","Ida B. Wells High School (1099 Hayes Street)","ida b wells high school (1099 hayes street)","Turner North Center Productions","Steven Bochcho","TV Series_x000D_
","94117","3/22/2014","3/25/2014"
"734353","Murder in the First, Season 1","2014","Alamo Square Park","alamo square park","Turner North Center Productions","Steven Bochcho","TV Series_x000D_
","94115","8/3/2014","8/6/2014"
"318042","Murder in the First, Season 1","2014","50 California Street","50 california street","Turner North Center Productions","Steven Bochcho","TV Series_x000D_
","94111","10/2/2014","10/5/2014"
"516485","Murder in the First, Season 1","2014","373 Columbus Avenue","373 columbus avenue","Turner North Center Productions","Steven Bochcho","TV Series_x000D_
","94133","3/15/2014","3/18/2014"
"662625","Murder in the First, Season 1","2014","350 Union Street","350 union street","Turner North Center Productions","Steven Bochcho","TV Series_x000D_
","94133","3/20/2014","3/23/2014"
"248042","Need For Speed","2014","Embarcadero from Broadway to Folsom","embarcadero from broadway to folsom","Need For Speed Productions, LLC","Scott Waugh","Feature Film","94105","9/24/2014","9/27/2014"
"435496","Need For Speed","2014","California St from Taylor to Powell","california st from taylor to powell","Need For Speed Productions, LLC","Scott Waugh","Feature Film","94108","6/5/2014","6/8/2014"
"858394","Need For Speed","2014","Mason St from Pine to Sacramento","mason st from pine to sacramento","Need For Speed Productions, LLC","Scott Waugh","Feature Film","94108","10/21/2014","10/24/2014"
"268691","Need For Speed","2014","Powell St. from Geary to Sacramento","powell st from geary to sacramento","Need For Speed Productions, LLC","Scott Waugh","Feature Film","94102","9/14/2014","9/17/2014"
"500633","Parks and Recreation","2014","Filbert from Hyde to Leavenworth","filbert from hyde to leavenworth","NBC Universal Media, LLC","Dean Holland","TV Series_x000D_
","94109","2/10/2014","2/13/2014"
"721641","Parks and Recreation","2014","Columbus and Green","columbus and green","NBC Universal Media, LLC","Dean Holland","TV Series_x000D_
","94133","10/26/2014","10/29/2014"
"340092","Parks and Recreation","2014","Larkin & Fulton","larkin & fulton","NBC Universal Media, LLC","Dean Holland","TV Series_x000D_
","94102","4/12/2014","4/15/2014"
"883401","Parks and Recreation","2014","Embarcadero & Market","embarcadero & market","NBC Universal Media, LLC","Dean Holland","TV Series_x000D_
","94111","4/13/2014","4/16/2014"
"334947","Age of Adaline","2015","Pier 50- end of the pier","pier 50- end of the pier","Lionsgate / Sidney Kimmel Entertainment / Lakeshore Entertainment","Lee Toland Krieger","Feature Film","94158","2/27/2015","3/2/2015"
"159758","Age of Adaline","2015","California @ Montgomery","california @ montgomery","Lionsgate / Sidney Kimmel Entertainment / Lakeshore Entertainment","Lee Toland Krieger","Feature Film","95482","9/19/2015","9/22/2015"
"497643","Age of Adaline","2015","Montgomery/Green","montgomery/green","Lionsgate / Sidney Kimmel Entertainment / Lakeshore Entertainment","Lee Toland Krieger","Feature Film","19454","4/9/2015","4/12/2015"
"831859","Age of Adaline","2015","Plate Shots SF streets various","plate shots sf streets various","Lionsgate / Sidney Kimmel Entertainment / Lakeshore Entertainment","Lee Toland Krieger","Feature Film","94110","10/28/2015","10/31/2015"
"635318","Americana","2015","St. Francis Episcopal Church (399 San Fernando Way)","st francis episcopal church (399 san fernando way)","Sutro Films LLC","Zachary Shedd","Feature Film","94127","12/25/2015","12/28/2015"
"823420","Americana","2015","Romolo Place @ Fresno St.","romolo place @ fresno st","Sutro Films LLC","Zachary Shedd","Feature Film","94133","4/7/2015","4/10/2015"
"795521","Americana","2015","Palace of Fine Arts","palace of fine arts","Sutro Films LLC","Zachary Shedd","Feature Film","94123","9/7/2015","9/10/2015"
"363653","Americana","2015","John Shelley Drive John McLaren Park","john shelley drive john mclaren park","Sutro Films LLC","Zachary Shedd","Feature Film","94134","6/7/2015","6/10/2015"
"284345","Americana","2015","Treasure Island","treasure island","Sutro Films LLC","Zachary Shedd","Feature Film","94130","7/8/2015","7/11/2015"
"855602","Americana","2015","The San Francisco School (300 Gavin St.)","the san francisco school (300 gavin st)","Sutro Films LLC","Zachary Shedd","Feature Film","94134","1/10/2015","1/13/2015"
"144015","Americana","2015","33 Spruce St","33 spruce st","Sutro Films LLC","Zachary Shedd","Feature Film","94118","10/7/2015","10/10/2015"
"988777","Americana","2015","Coi Restaurant (373 Broadway)","coi restaurant (373 broadway)","Sutro Films LLC","Zachary Shedd","Feature Film","94133","2/18/2015","2/21/2015"
"816509","Americana","2015","Foreign Cinema (2534 Mission)","foreign cinema (2534 mission)","Sutro Films LLC","Zachary Shedd","Feature Film","94110","6/11/2015","6/14/2015"
"599973","Americana","2015","Bernal Heights Park","bernal heights park","Sutro Films LLC","Zachary Shedd","Feature Film","94110","5/9/2015","5/12/2015"
"939166","Americana","2015","Jackson St. at Spruce","jackson st at spruce","Sutro Films LLC","Zachary Shedd","Feature Film","94118","8/4/2015","8/7/2015"
"977828","Americana","2015","679 Madrid St","679 madrid st","Sutro Films LLC","Zachary Shedd","Feature Film","94112","4/16/2015","4/19/2015"
"101436","Americana","2015","Roxie Theater (3117 16th St.)","roxie theater (3117 16th st)","Sutro Films LLC","Zachary Shedd","Feature Film","94103","5/12/2015","5/15/2015"
"137682","Americana","2015","Variety Preview Room (582 Market St.)","variety preview room (582 market st)","Sutro Films LLC","Zachary Shedd","Feature Film","94104","3/16/2015","3/19/2015"
"925285","Americana","2015","Laguna Honda Hospital; 375 Laguna Honda Blvd.","laguna honda hospital; 375 laguna honda blvd","Sutro Films LLC","Zachary Shedd","Feature Film","94116","11/1/2015","11/4/2015"
"476978","Americana","2015","3232 Jackson Ave.","3232 jackson ave","Sutro Films LLC","Zachary Shedd","Feature Film","94118","10/21/2015","10/24/2015"
"672073","Americana","2015","20th St and Illinois/Faxon St. and Kenwood/Glenbrook at Mt. Springs","20th st and illinois/faxon st and kenwood/glenbrook at mt springs","Sutro Films LLC","Zachary Shedd","Feature Film","94110","9/22/2015","9/25/2015"
"163994","Ant-Man","2015","Conzelman Rd at McCollough Rd and down Conzelman Rd.","conzelman rd at mccollough rd and down conzelman rd","PYM Particles Productions, LLC","Peyton Reed","Feature Film","94965","11/18/2015","11/21/2015"
"882977","Ant-Man","2015","Lombard at Hyde","lombard at hyde","PYM Particles Productions, LLC","Peyton Reed","Feature Film","94133","7/24/2015","7/27/2015"
"465306","Ant-Man","2015","601 Buena Vista Ave West at Java St.","601 buena vista ave west at java st","PYM Particles Productions, LLC","Peyton Reed","Feature Film","94117","4/23/2015","4/26/2015"
"194618","Ant-Man","2015","420 Jones St. at Ellis St.","420 jones st at ellis st","PYM Particles Productions, LLC","Peyton Reed","Feature Film","94102","4/3/2015","4/6/2015"
"180451","Ant-Man","2015","Broadway between Powell and Davis","broadway between powell and davis","PYM Particles Productions, LLC","Peyton Reed","Feature Film","94102","5/24/2015","5/27/2015"
"613337","Ant-Man","2015","Columbus between Bay and Washington","columbus between bay and washington","PYM Particles Productions, LLC","Peyton Reed","Feature Film","94133","11/22/2015","11/25/2015"
"374575","Ant-Man","2015","California between Kearney and Davis","california between kearney and davis","PYM Particles Productions, LLC","Peyton Reed","Feature Film","95616","7/3/2015","7/6/2015"
"261281","Ant-Man","2015","Pine between Kearney and Davis","pine between kearney and davis","PYM Particles Productions, LLC","Peyton Reed","Feature Film","94108","1/23/2015","1/26/2015"
"417586","Ant-Man","2015","Market between Stuart and Van Ness","market between stuart and van ness","PYM Particles Productions, LLC","Peyton Reed","Feature Film","94109","7/19/2015","7/22/2015"
"719419","Ant-Man","2015","Grant between Bush and Broadway","grant between bush and broadway","PYM Particles Productions, LLC","Peyton Reed","Feature Film","94108","1/3/2015","1/6/2015"
"406444","Ant-Man","2015","Intersection of Broadway at Kearney","intersection of broadway at kearney","PYM Particles Productions, LLC","Peyton Reed","Feature Film","94133","9/28/2015","10/1/2015"
"293935","Ant-Man","2015","Intersection of California at Polk","intersection of california at polk","PYM Particles Productions, LLC","Peyton Reed","Feature Film","94109","1/18/2015","1/21/2015"
"885144","Ant-Man","2015","Treasure Island, Building #1, Ave of the Palms","treasure island building #1 ave of the palms","PYM Particles Productions, LLC","Peyton Reed","Feature Film","94130","1/9/2015","1/12/2015"
"356639","Cardinal X","2015","3639 Taraval St","3639 taraval st","Fire Horse Film Productions LLC","Annie Wang","Feature Film","94116","11/16/2015","11/19/2015"
"949571","Cardinal X","2015","1458 33rd Ave.","1458 33rd ave","Fire Horse Film Productions LLC","Annie Wang","Feature Film","94122","6/2/2015","6/5/2015"
"309456","Cardinal X","2015","Lyon at Chestnut St.","lyon at chestnut st","Fire Horse Film Productions LLC","Annie Wang","Feature Film","94123","12/25/2015","12/28/2015"
"126715","Cardinal X","2015","1559 Underwood Avenue between Lane and Keith","1559 underwood avenue between lane and keith","Fire Horse Film Productions LLC","Annie Wang","Feature Film","94124","8/18/2015","8/21/2015"
"230371","Cardinal X","2015","1465 Revere Avenue between Keith and Jennings","1465 revere avenue between keith and jennings","Fire Horse Film Productions LLC","Annie Wang","Feature Film","94124","12/19/2015","12/22/2015"
"611463","Cardinal X","2015","1601 Lane St.","1601 lane st","Fire Horse Film Productions LLC","Annie Wang","Feature Film","94124","1/16/2015","1/19/2015"
"743423","Cardinal X","2015","420 Mason St.","420 mason st","Fire Horse Film Productions LLC","Annie Wang","Feature Film","94102","4/10/2015","4/13/2015"
"748481","Cardinal X","2015","119 Utah","119 utah","Fire Horse Film Productions LLC","Annie Wang","Feature Film","94103","4/2/2015","4/5/2015"
"412306","Cardinal X","2015","100 Alemany Blvd.","100 alemany blvd","Fire Horse Film Productions LLC","Annie Wang","Feature Film","94110","1/10/2015","1/13/2015"
"293555","Cardinal X","2015","812 22nd St. and Tennessee","812 22nd st and tennessee","Fire Horse Film Productions LLC","Annie Wang","Feature Film","94107","10/28/2015","10/31/2015"
"312930","I Am Michael","2015","Flint & 16th (Castro)","flint & 16th (castro)","That’s Hollywood","Justin Kelly","Feature Film","94114","11/15/2015","11/18/2015"
"254097","I Am Michael","2015","Grove & Polk, thru Fulton & 6th, Masonic, 28th & 47th","grove & polk thru fulton & 6th masonic 28th & 47th","That’s Hollywood","Justin Kelly","Feature Film","94121","7/1/2015","7/4/2015"
"971246","I Am Michael","2015","Ocean Beach @ Balboa","ocean beach @ balboa","That’s Hollywood","Justin Kelly","Feature Film","94121","11/2/2015","11/5/2015"
"717407","I Am Michael","2015","4100 20th St","4100 20th st","That’s Hollywood","Justin Kelly","Feature Film","94114","10/23/2015","10/26/2015"
"424417","I Am Michael","2015","Harvey Milk Plaza","harvey milk plaza","That’s Hollywood","Justin Kelly","Feature Film","94114","6/3/2015","6/6/2015"
"964390","I Am Michael","2015","Sanchez/Cumberland steps and sidewalks","sanchez/cumberland steps and sidewalks","That’s Hollywood","Justin Kelly","Feature Film","94114","11/6/2015","11/9/2015"
"753178","Looking Season 2 ep 202","2015","901 Valencia Street","901 valencia street","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94110","12/8/2015","12/11/2015"
"495633","Looking Season 2 ep 202","2015","314 11th Street","314 11th street","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94103","2/12/2015","2/15/2015"
"677804","Looking Season 2 ep 202","2015","1246 Folsom Street","1246 folsom street","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94103","1/27/2015","1/30/2015"
"110257","Looking Season 2 ep 202","2015","Eddy @ Polk Street","eddy @ polk street","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94109","5/4/2015","5/7/2015"
"684843","Looking Season 2 ep 202","2015","Church @ Duboce Street","church @ duboce street","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94107","4/1/2015","4/4/2015"
"151683","Looking Season 2 ep 202","2015","100 Church Street","100 church street","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94117","6/14/2015","6/17/2015"
"863174","Looking Season 2 ep 202","2015","770 Haight Street","770 haight street","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94117","11/28/2015","12/1/2015"
"195595","Looking Season 2 ep 202","2015","651 Brannan Street","651 brannan street","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94107","11/21/2015","11/24/2015"
"495405","Looking Season 2 ep 202","2015","1400 16th Street","1400 16th street","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94103","8/16/2015","8/19/2015"
"112332","Looking Season 2 ep 202","2015","601 Buena Vista Ave West","601 buena vista ave west","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94117","2/15/2015","2/18/2015"
"768508","Looking Season 2 ep 203","2015","Balboa pool Lot, San Jose Avenue & Havelock St","balboa pool lot san jose avenue & havelock st","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94112","5/18/2015","5/21/2015"
"617488","Looking Season 2 ep 203","2015","Willy's Barber shop, 3227 22nd Street","willy's barber shop 3227 22nd street","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94110","2/22/2015","2/25/2015"
"192479","Looking Season 2 ep 203","2015","Mad Dog Bar, 530 Haight Street","mad dog bar 530 haight street","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94117","12/17/2015","12/20/2015"
"390371","Looking Season 2 ep 203","2015","770 Haight Street","770 haight street","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94117","1/14/2015","1/17/2015"
"574364","Looking Season 2 ep 203","2015","Kezar Pavillion","kezar pavillion","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94117","6/24/2015","6/27/2015"
"525374","Looking Season 2 ep 203","2015","Boxer Stadium, 166 Havelock Street","boxer stadium 166 havelock street","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94112","5/6/2015","5/9/2015"
"560686","Looking Season 2 ep 203","2015","Mission Rec Center, 2450 Harrison Street","mission rec center 2450 harrison street","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94110","7/11/2015","7/14/2015"
"809397","Looking Season 2 ep 203","2015","Doc's Clock, 2575 Misison Street","doc's clock 2575 misison street","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94110","10/27/2015","10/30/2015"
"346858","Looking Season 2 ep 204","2015","Esta Noche, 3079 16th Street","esta noche 3079 16th street","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94103","6/15/2015","6/18/2015"
"193099","Looking Season 2 ep 204","2015","1890 Clay Street","1890 clay street","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94109","2/23/2015","2/26/2015"
"611030","Looking Season 2 ep 204","2015","Larken Street Youth Services, 1138 Sutter Street","larken street youth services 1138 sutter street","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94102","5/18/2015","5/21/2015"
"238498","Looking Season 2 ep 204","2015","Daniel's Pharmacy, 943 Geneva Ave.","daniel's pharmacy 943 geneva ave","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94112","7/21/2015","7/24/2015"
"665350","Looking Season 2 ep 204","2015","Castro Street @ 18th street","castro street @ 18th street","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94114","8/3/2015","8/6/2015"
"877690","Looking Season 2 ep 204","2015","601 Buena Vista Ave West","601 buena vista ave west","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94117","9/22/2015","9/25/2015"
"810849","Looking Season 2 ep 204","2015","Urban Flowers, 4029 18th Street","urban flowers 4029 18th street","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94114","1/27/2015","1/30/2015"
"698554","Looking Season 2 ep 204","2015","3650 21st Street","3650 21st street","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94114","8/1/2015","8/4/2015"
"931173","Looking Season 2 ep 204","2015","Bi-Rite Creamery, 3692 18th Stret","bi-rite creamery 3692 18th stret","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94110","5/17/2015","5/20/2015"
"360314","Looking Season 2 ep 204","2015","Dolores Park, San Francisco","dolores park san francisco","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94114","12/14/2015","12/17/2015"
"971147","Looking Season 2 ep 204","2015","970 Geary Street","970 geary street","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94109","10/28/2015","10/31/2015"
"412956","Looking Season 2 ep 204","2015","534 Hyde Street","534 hyde street","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94109","4/17/2015","4/20/2015"
"130483","Looking Season 2 ep 205","2015","534 Hyde Street","534 hyde street","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94109","7/1/2015","7/4/2015"
"220345","Looking Season 2 ep 205","2015","24th Between Portrero & Alabama","24th between portrero & alabama","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94110","7/9/2015","7/12/2015"
"251423","Looking Season 2 ep 205","2015","745 Treat Ave","745 treat ave","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94110","2/3/2015","2/6/2015"
"859951","Looking Season 2 ep 205","2015","Always Open Car Wash, 2560 Marin Street","always open car wash 2560 marin street","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94124","6/16/2015","6/19/2015"
"740508","Looking Season 2 ep 205","2015","160 Church Street","160 church street","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94114","3/12/2015","3/15/2015"
"762355","Looking Season 2 ep 205","2015","1119 Alabama Street","1119 alabama street","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94110","3/7/2015","3/10/2015"
"685079","Looking Season 2 ep 206","2015","745 Treat Ave.","745 treat ave","Mission Street Productions, LLC","Andrew Haigh","TV Series_x000D_
","94110","7/6/2015","7/9/2015"
