"scene_id","title","release_year","scene_location","scene_location","production_co","director","filming_type","zip_code","start_date","end_date"
"828609","The Dead Pool","1988","KGO-TV ABC7 TV Studios (900 Front Street, Waterfront Historic District)","kgo-tv abc7 tv studios (900 front street waterfront historic district)","Warner Bros. Pictures","Buddy Van Horn","Feature Film","94111","9/24/1988","9/27/1988"
"776823","The Dead Pool","1988","Hall of Justice (850 Bryant Street)","hall of justice (850 bryant street)","Warner Bros. Pictures","Buddy Van Horn","Feature Film","94103","11/4/1988","11/7/1988"
"946107","The Dead Pool","1988","San Francisco National Military Cemetery (Lincoln Blvd., The Presidio, Golden Gate National Recreation Center)","san francisco national military cemetery (lincoln blvd the presidio golden gate national recreation center)","Warner Bros. Pictures","Buddy Van Horn","Feature Film","94129","6/8/1988","6/11/1988"
"990005","The Dead Pool","1988","Silver Restaurant (737 Washington Street, Chinatown)","silver restaurant (737 washington street chinatown)","Warner Bros. Pictures","Buddy Van Horn","Feature Film","94108","7/10/1988","7/13/1988"
"698576","The Dead Pool","1988","Fremont Street Exit of Bay Bridge","fremont street exit of bay bridge","Warner Bros. Pictures","Buddy Van Horn","Feature Film","94105","12/13/1988","12/16/1988"
"360958","The Dead Pool","1988","Folsom & Essex Streets","folsom & essex streets","Warner Bros. Pictures","Buddy Van Horn","Feature Film","94105","11/2/1988","11/5/1988"
"566973","The Dead Pool","1988","Eber Electronics (2355 Market Street, Castro)","eber electronics (2355 market street castro)","Warner Bros. Pictures","Buddy Van Horn","Feature Film","94114","1/23/1988","1/26/1988"
"614994","The Dead Pool","1988","Clementina & Sumner Streets","clementina & sumner streets","Warner Bros. Pictures","Buddy Van Horn","Feature Film","94103","11/26/1988","11/29/1988"
"719173","The Dead Pool","1988","Carl & Cole Streets (Cole Valley)","carl & cole streets (cole valley)","Warner Bros. Pictures","Buddy Van Horn","Feature Film","94117","10/11/1988","10/14/1988"
"293344","The Dead Pool","1988","710 Steiner Street (Hayes Valley)","710 steiner street (hayes valley)","Warner Bros. Pictures","Buddy Van Horn","Feature Film","94117","7/16/1988","7/19/1988"
"302651","The Dead Pool","1988","550 El Camino Del Mar (Seacliff)","550 el camino del mar (seacliff)","Warner Bros. Pictures","Buddy Van Horn","Feature Film","94121","2/15/1988","2/18/1988"
"646144","The Dead Pool","1988","23rd & Iowa Streets (Dogpatch)","23rd & iowa streets (dogpatch)","Warner Bros. Pictures","Buddy Van Horn","Feature Film","94107","5/27/1988","5/30/1988"
"807269","The Dead Pool","1988","22nd Bet. Carolina & Rhode Island Streets (Potrero Hill)","22nd bet carolina & rhode island streets (potrero hill)","Warner Bros. Pictures","Buddy Van Horn","Feature Film","94107","1/21/1988","1/24/1988"
"330285","The Dead Pool","1988","22nd & Wisconsin Streets (Potrero Hill)","22nd & wisconsin streets (potrero hill)","Warner Bros. Pictures","Buddy Van Horn","Feature Film","94107","11/26/1988","11/29/1988"
"646907","The Dead Pool","1988","20th & De Haro Streets (Potrero Hill)","20th & de haro streets (potrero hill)","Warner Bros. Pictures","Buddy Van Horn","Feature Film","94107","7/7/1988","7/10/1988"
"474763","The Dead Pool","1988","1954 Mason Street (North Beach)","1954 mason street (north beach)","Warner Bros. Pictures","Buddy Van Horn","Feature Film","94133","12/4/1988","12/7/1988"
"432272","The Dead Pool","1988","San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill)","san francisco general hospital medical center (1001 potrero avenue potrero hill)","Warner Bros. Pictures","Buddy Van Horn","Feature Film","94110","7/1/1988","7/4/1988"
"782426","The Presidio","1988","Washington Street & Waverly Place (Chinatown)","washington street & waverly place (chinatown)","Paramount Pictures","Peter Hyams","Feature Film","94133","8/27/1988","8/30/1988"
"672625","The Presidio","1988","Sansome Street (The Embarcadero)","sansome street (the embarcadero)","Paramount Pictures","Peter Hyams","Feature Film","94111","3/2/1988","3/5/1988"
"795954","The Presidio","1988","Presidio (Golden Gate National Recreation Area)","presidio (golden gate national recreation area)","Paramount Pictures","Peter Hyams","Feature Film","94941","7/7/1988","7/10/1988"
"152586","The Presidio","1988","Montgomery & Vallejo Streets (Telegraph Hill)","montgomery & vallejo streets (telegraph hill)","Paramount Pictures","Peter Hyams","Feature Film","94133","8/15/1988","8/18/1988"
"144528","The Presidio","1988","Market & 2nd Streets","market & 2nd streets","Paramount Pictures","Peter Hyams","Feature Film","94104","5/28/1988","5/31/1988"
"602218","The Presidio","1988","Hayes & Polk Streets (Civic Center)","hayes & polk streets (civic center)","Paramount Pictures","Peter Hyams","Feature Film","94102","1/27/1988","1/30/1988"
"219008","The Presidio","1988","Golden Gate Bridge","golden gate bridge","Paramount Pictures","Peter Hyams","Feature Film","94129","11/22/1988","11/25/1988"
"552261","The Presidio","1988","Fort Point (Presidio, Golden Gate National Recreation Area)","fort point (presidio golden gate national recreation area)","Paramount Pictures","Peter Hyams","Feature Film","94129","4/26/1988","4/29/1988"
"178061","The Presidio","1988","Ferry Building","ferry building","Paramount Pictures","Peter Hyams","Feature Film","94105","8/15/1988","8/18/1988"
"375456","The Presidio","1988","Coit Tower","coit tower","Paramount Pictures","Peter Hyams","Feature Film","94133","7/7/1988","7/10/1988"
"981208","The Presidio","1988","Civic Center Plaza","civic center plaza","Paramount Pictures","Peter Hyams","Feature Film","94102","11/14/1988","11/17/1988"
"530993","The Presidio","1988","Battery Street (The Embarcadero)","battery street (the embarcadero)","Paramount Pictures","Peter Hyams","Feature Film","94111","11/18/1988","11/21/1988"
"832867","The Presidio","1988","900 Block of Grant Avenue (Chinatown)","900 block of grant avenue (chinatown)","Paramount Pictures","Peter Hyams","Feature Film","94108","3/19/1988","3/22/1988"
"960169","The Presidio","1988","700 Block of Jackson Street (Chinatown)","700 block of jackson street (chinatown)","Paramount Pictures","Peter Hyams","Feature Film","94133","1/7/1988","1/10/1988"
"233062","The Presidio","1988","200 Block of Sansome Street (Financial District)","200 block of sansome street (financial district)","Paramount Pictures","Peter Hyams","Feature Film","94104","5/7/1988","5/10/1988"
"414199","Tucker: The Man and His Dream","1988","City Hall","city hall","Lucasfilm","Francis Ford Coppola","Feature Film","94102","4/28/1988","5/1/1988"
"443172","Casualties of War","1989","Mission Dolores Park (Mission District) via J-Church MUNI Train","mission dolores park (mission district) via j-church muni train","Columbia Pictures Corporation","Brian DePalma","Feature Film","94114","4/4/1989","4/7/1989"
"370398","Common Threads: Stories From the Quilt","1989","The Castro","the castro","Home Box Office (HBO)","Rob Epstein","Feature Film","94110","7/11/1989","7/14/1989"
"223368","Fat Man and Little Boy","1989","Postcard Row (Alamo Square, Hayes Valley)","postcard row (alamo square hayes valley)","Paramount Pictures","Roland Joffe","Feature Film","94115","5/15/1989","5/18/1989"
"237474","Indiana Jones and the Last Crusade","1989","Administration Building (Treasure Island)","administration building (treasure island)","Paramount Pictures","Steven Spielberg","Feature Film","94130","10/25/1989","10/28/1989"
"680543","Pacific Heights","1990","Texas & 19th Streets (Potrero Hill)","texas & 19th streets (potrero hill)","Morgan Creek Productions","John Schlesinger","Feature Film","94107","6/20/1990","6/23/1990"
"759228","Pacific Heights","1990","Financial District","financial district","Morgan Creek Productions","John Schlesinger","Feature Film","94104","6/17/1990","6/20/1990"
"755846","Pacific Heights","1990","Chinatown","chinatown","Morgan Creek Productions","John Schlesinger","Feature Film","94108","2/11/1990","2/14/1990"
"693936","Class Action","1991","Mission Dolores (3321 16th Street, Mission District)","mission dolores (3321 16th street mission district)","Interscope Communications","Michael Apted","Feature Film","94114","1/13/1991","1/16/1991"
"200883","Class Action","1991","City Hall","city hall","Interscope Communications","Michael Apted","Feature Film","94102","10/2/1991","10/5/1991"
"737003","Class Action","1991","Bix Restaurant (56 Gold Street)","bix restaurant (56 gold street)","Interscope Communications","Michael Apted","Feature Film","94133","12/22/1991","12/25/1991"
"611959","Star Trek VI: The Undiscovered Country","1991","Golden Gate Bridge","golden gate bridge","Paramount Pictures","Nicholas Meyer","Feature Film","94129","9/1/1991","9/4/1991"
"464701","Until the End of the World","1991","Tosca Café (242 Columbus Avenue, North Beach)","tosca café (242 columbus avenue north beach)","Village Roadshow Pictures","Wim Wenders","Feature Film","94133","8/10/1991","8/13/1991"
"440445","Basic Instinct","1992","Yerba Buena Center for the Arts","yerba buena center for the arts","Carolco Pictures","Paul Verhoeven","Feature Film","94103","11/6/1992","11/9/1992"
"285801","Basic Instinct","1992","Transbay Terminal (Mission Street at 1st Street)","transbay terminal (mission street at 1st street)","Carolco Pictures","Paul Verhoeven","Feature Film","94105","1/17/1992","1/20/1992"
"709414","Basic Instinct","1992","Tosca Café (242 Columbus Avenue)","tosca café (242 columbus avenue)","Carolco Pictures","Paul Verhoeven","Feature Film","94133","8/4/1992","8/7/1992"
"626871","Basic Instinct","1992","Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)","steinhart aquarium (california academy of sciences golden gate park)","Carolco Pictures","Paul Verhoeven","Feature Film","94118","5/4/1992","5/7/1992"
"321107","Basic Instinct","1992","Raw Hide II (280 Seventh Street)","raw hide ii (280 seventh street)","Carolco Pictures","Paul Verhoeven","Feature Film","94114","9/1/1992","9/4/1992"
"561806","Basic Instinct","1992","Pier 7 (The Embarcadero)","pier 7 (the embarcadero)","Carolco Pictures","Paul Verhoeven","Feature Film","94105","10/17/1992","10/20/1992"
"700996","Basic Instinct","1992","Kearney Street (Telegraph Hill)","kearney street (telegraph hill)","Carolco Pictures","Paul Verhoeven","Feature Film","94133","10/9/1992","10/12/1992"
"109360","Basic Instinct","1992","Hall of Justice (850 Bryant Street)","hall of justice (850 bryant street)","Carolco Pictures","Paul Verhoeven","Feature Film","94103","1/1/1992","1/4/1992"
"731475","Basic Instinct","1992","2930 Vallejo Street","2930 vallejo street","Carolco Pictures","Paul Verhoeven","Feature Film","94123","1/27/1992","1/30/1992"
"629917","Basic Instinct","1992","Chinatown","chinatown","Carolco Pictures","Paul Verhoeven","Feature Film","94108","9/26/1992","9/29/1992"
"450402","Basic Instinct","1992","Gibb Street (Chinatown)","gibb street (chinatown)","Carolco Pictures","Paul Verhoeven","Feature Film","94111","1/19/1992","1/22/1992"
"992872","Basic Instinct","1992","1158-70 Montgomery Street","1158-70 montgomery street","Carolco Pictures","Paul Verhoeven","Feature Film","94133","8/15/1992","8/18/1992"
"571723","Basic Instinct","1992","2104 Broadway","2104 broadway","Carolco Pictures","Paul Verhoeven","Feature Film","94115","9/5/1992","9/8/1992"
"548456","Final Analysis","1992","Westin St. Francis Hotel (335 Powell Street, Union Square)","westin st francis hotel (335 powell street union square)","Warner Bros. Pictures","Phil Joanou","Feature Film","94102","10/16/1992","10/19/1992"
"559501","Final Analysis","1992","Public Health Service Hospital (Presidio, Golden Gate National Recreation Area)","public health service hospital (presidio golden gate national recreation area)","Warner Bros. Pictures","Phil Joanou","Feature Film","94129","5/2/1992","5/5/1992"
"244547","Final Analysis","1992","Presidio, Golden Gate National Recreation Area","presidio golden gate national recreation area","Warner Bros. Pictures","Phil Joanou","Feature Film","94941","6/12/1992","6/15/1992"
"276166","Final Analysis","1992","City Hall","city hall","Warner Bros. Pictures","Phil Joanou","Feature Film","94102","2/7/1992","2/10/1992"
"153947","Final Analysis","1992","Bix Restaurant (56 Gold Street)","bix restaurant (56 gold street)","Warner Bros. Pictures","Phil Joanou","Feature Film","94133","11/23/1992","11/26/1992"
"593348","Memoirs of an Invisible Man","1992","St. Elizabeth Apartment House (901 Powell Street at Sacramento)","st elizabeth apartment house (901 powell street at sacramento)","Warner Bros. Pictures","John Carpenter","Feature Film","94108","12/28/1992","12/31/1992"
"446499","Sister Act","1992","St. Paul's Church (Church Street, Noe Valley)","st paul's church (church street noe valley)","Touchstone Pictures","Emile Ardolino","Feature Film","94131","5/19/1992","5/22/1992"
"945274","Sneakers","1992","The Embarcadero","the embarcadero","Universal Pictures","Phil Alden Robinson","Feature Film","94105","5/13/1992","5/16/1992"
"562123","Sneakers","1992","Hills Brothers Plaza (The Embarcadero at Harrison)","hills brothers plaza (the embarcadero at harrison)","Universal Pictures","Phil Alden Robinson","Feature Film","94105","1/14/1992","1/17/1992"
"866475","Vegas in Space","1992","Project Artaud (Florida Street)","project artaud (florida street)","Troma Entertainment","Phillip R. Ford","Feature Film","94110","4/4/1992","4/7/1992"
"599394","Vegas in Space","1992","Corona Heights Park","corona heights park","Troma Entertainment","Phillip R. Ford","Feature Film","94114","12/6/1992","12/9/1992"
"233785","Vegas in Space","1992","544 Natoma (SOMA)","544 natoma (soma)","Troma Entertainment","Phillip R. Ford","Feature Film","94103","10/10/1992","10/13/1992"
"686495","Vegas in Space","1992","422 Oak Street at Laguna","422 oak street at laguna","Troma Entertainment","Phillip R. Ford","Feature Film","94102","8/1/1992","8/4/1992"
"537658","Vegas in Space","1992","3567 18th Street","3567 18th street","Troma Entertainment","Phillip R. Ford","Feature Film","94110","10/10/1992","10/13/1992"
"496203","Vegas in Space","1992","Under Highway 101 (near Potrero and Cesar Chavez Streets)","under highway 101 (near potrero and cesar chavez streets)","Troma Entertainment","Phillip R. Ford","Feature Film","94117","1/2/1992","1/5/1992"
"893008","Fearless","1993","400 Montgomery Street","400 montgomery street","Spring Creek Productions","Peter Weir","Feature Film","94111","12/19/1993","12/22/1993"
"232698","Fearless","1993","Folsom Street & Embarcadero","folsom street & embarcadero","Spring Creek Productions","Peter Weir","Feature Film","94105","12/16/1993","12/19/1993"
"921394","Fearless","1993","Varennes Alley between Filbert and Union","varennes alley between filbert and union","Spring Creek Productions","Peter Weir","Feature Film","94133","10/22/1993","10/25/1993"
"168501","Fearless","1993","St. Peter & Paul's Church (666 Filbert Street, Washington Square)","st peter & paul's church (666 filbert street washington square)","Spring Creek Productions","Peter Weir","Feature Film","94133","5/25/1993","5/28/1993"
"364296","Fearless","1993","San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill)","san francisco general hospital medical center (1001 potrero avenue potrero hill)","Spring Creek Productions","Peter Weir","Feature Film","94110","8/9/1993","8/12/1993"
"920913","Fearless","1993","Kohl Building (400 Montgomery Street)","kohl building (400 montgomery street)","Spring Creek Productions","Peter Weir","Feature Film","94111","2/15/1993","2/18/1993"
"133091","Fearless","1993","Bank of America Building (555 California Street)","bank of america building (555 california street)","Spring Creek Productions","Peter Weir","Feature Film","94104","2/21/1993","2/24/1993"
"171229","Fearless","1993","90 Gold Street","90 gold street","Spring Creek Productions","Peter Weir","Feature Film","94133","11/2/1993","11/5/1993"
"399106","Fearless","1993","5th and Beale Streets","5th and beale streets","Spring Creek Productions","Peter Weir","Feature Film","94105","6/17/1993","6/20/1993"
"733911","Heart and Souls","1993","Stockton Tunnel (Stockton Street at Sutter Street)","stockton tunnel (stockton street at sutter street)","Universal Pictures","Tomas Gislason","Feature Film","94108","2/1/1993","2/4/1993"
"629062","Heart and Souls","1993","2810 Pacific Avenue","2810 pacific avenue","Universal Pictures","Tomas Gislason","Feature Film","94115","11/3/1993","11/6/1993"
"994012","Heart and Souls","1993","War Memorial Opera House (401 Van Ness Avenue)","war memorial opera house (401 van ness avenue)","Universal Pictures","Tomas Gislason","Feature Film","94102","9/24/1993","9/27/1993"
"781033","Heart and Souls","1993","Conservatory of Flowers (Golden Gate Park)","conservatory of flowers (golden gate park)","Universal Pictures","Tomas Gislason","Feature Film","94118","10/15/1993","10/18/1993"
"713268","Joy Luck Club","1993","Hang Ah Alley (Chinatown)","hang ah alley (chinatown)","Hollywood Pictures","Wayne Wang","Feature Film","94108","4/6/1993","4/9/1993"
"673094","Joy Luck Club","1993","Horace Mann School (3351 23rd Street)","horace mann school (3351 23rd street)","Hollywood Pictures","Wayne Wang","Feature Film","94110","10/2/1993","10/5/1993"
"434771","Joy Luck Club","1993","901 Union Street","901 union street","Hollywood Pictures","Wayne Wang","Feature Film","94133","4/2/1993","4/5/1993"
"872871","Joy Luck Club","1993","610 Rhode Island Street (Potrero Hill)","610 rhode island street (potrero hill)","Hollywood Pictures","Wayne Wang","Feature Film","94107","2/20/1993","2/23/1993"
"384985","Joy Luck Club","1993","375 Laguna Honda Blvd.","375 laguna honda blvd","Hollywood Pictures","Wayne Wang","Feature Film","94116","5/3/1993","5/6/1993"
"282867","Joy Luck Club","1993","180 Manchester Street","180 manchester street","Hollywood Pictures","Wayne Wang","Feature Film","94110","10/28/1993","10/31/1993"
"806394","Mrs. Doubtfire","1993","1200 Washington Street at Taylor Street","1200 washington street at taylor street","Twentieth Century Fox Film Corporation","Chris Columbus","Feature Film","94108","9/16/1993","9/19/1993"
"130022","Mrs. Doubtfire","1993","Hancock School (940 Filbert Street)","hancock school (940 filbert street)","Twentieth Century Fox Film Corporation","Chris Columbus","Feature Film","94133","6/1/1993","6/4/1993"
"607241","Mrs. Doubtfire","1993","Danilo's Bakery (Green Street & Bannam Place)","danilo's bakery (green street & bannam place)","Twentieth Century Fox Film Corporation","Chris Columbus","Feature Film","94133","1/28/1993","1/31/1993"
"821269","Mrs. Doubtfire","1993","Chrissy Field","chrissy field","Twentieth Century Fox Film Corporation","Chris Columbus","Feature Film","94129","10/8/1993","10/11/1993"
"335678","Mrs. Doubtfire","1993","520-522A Green Street at Grant Street","520-522a green street at grant street","Twentieth Century Fox Film Corporation","Chris Columbus","Feature Film","94133","5/25/1993","5/28/1993"
"300226","Mrs. Doubtfire","1993","516 Green Street","516 green street","Twentieth Century Fox Film Corporation","Chris Columbus","Feature Film","94133","11/14/1993","11/17/1993"
"921180","Mrs. Doubtfire","1993","100 Embarcadero Street","100 embarcadero street","Twentieth Century Fox Film Corporation","Chris Columbus","Feature Film","94105","9/2/1993","9/5/1993"
"161871","Sister Act 2: Back in the Habit","1993","St. Peter & Paul's Church (666 Filbert Street, Washington Square)","st peter & paul's church (666 filbert street washington square)","Touchstone Pictures","Bill Duke","Feature Film","94133","2/4/1993","2/7/1993"
"378002","Sister Act 2: Back in the Habit","1993","Maritime Museum, Building 201 (Fort Mason)","maritime museum building 201 (fort mason)","Touchstone Pictures","Bill Duke","Feature Film","94123","9/4/1993","9/7/1993"
"121546","Sister Act 2: Back in the Habit","1993","Coit Tower","coit tower","Touchstone Pictures","Bill Duke","Feature Film","94133","7/6/1993","7/9/1993"
"107127","Sister Act 2: Back in the Habit","1993","CCSF Alemany Campus","ccsf alemany campus","Touchstone Pictures","Bill Duke","Feature Film","94112","9/14/1993","9/17/1993"
"100593","Sister Act 2: Back in the Habit","1993","Carnelian Room, Bank of America Building (555 California Street, 53rd Floor)","carnelian room bank of america building (555 california street 53rd floor)","Touchstone Pictures","Bill Duke","Feature Film","94104","6/25/1993","6/28/1993"
"283805","So I Married an Axe Murderer","1993","Vesuvio Café (255 Columbus Avenue)","vesuvio café (255 columbus avenue)","TriStar Pictures","Thomas Schlamme","Feature Film","94133","12/5/1993","12/8/1993"
"423366","So I Married an Axe Murderer","1993","Swedenborgian Church (2107 Lyon Street)","swedenborgian church (2107 lyon street)","TriStar Pictures","Thomas Schlamme","Feature Film","94115","7/6/1993","7/9/1993"
"461167","So I Married an Axe Murderer","1993","St. John's Presbyterian Church (25 Lake Street)","st john's presbyterian church (25 lake street)","TriStar Pictures","Thomas Schlamme","Feature Film","94118","7/20/1993","7/23/1993"
"896960","So I Married an Axe Murderer","1993","San Francisco Chronicle (901 Mission Street at 15th Street)","san francisco chronicle (901 mission street at 15th street)","TriStar Pictures","Thomas Schlamme","Feature Film","94103","3/21/1993","3/24/1993"
"587166","So I Married an Axe Murderer","1993","Rocco's Corner (Columbus Street)","rocco's corner (columbus street)","TriStar Pictures","Thomas Schlamme","Feature Film","94133","1/7/1993","1/10/1993"
"260433","So I Married an Axe Murderer","1993","Prudente's Italian Deli (1462 Grant Ave at Union)","prudente's italian deli (1462 grant ave at union)","TriStar Pictures","Thomas Schlamme","Feature Film","94133","11/11/1993","11/14/1993"
"705773","So I Married an Axe Murderer","1993","Fog City Diner (1300 Battery Street)","fog city diner (1300 battery street)","TriStar Pictures","Thomas Schlamme","Feature Film","94111","11/18/1993","11/21/1993"
"713622","So I Married an Axe Murderer","1993","Edinburgh Castle (950 Geary Street)","edinburgh castle (950 geary street)","TriStar Pictures","Thomas Schlamme","Feature Film","94109","9/6/1993","9/9/1993"
"193391","So I Married an Axe Murderer","1993","City Light Bookstore (261 Columbus Avenue)","city light bookstore (261 columbus avenue)","TriStar Pictures","Thomas Schlamme","Feature Film","94102","8/16/1993","8/19/1993"
"865928","So I Married an Axe Murderer","1993","Café Picaro 3120 16th Street","café picaro 3120 16th street","TriStar Pictures","Thomas Schlamme","Feature Film","94103","7/20/1993","7/23/1993"
"156833","So I Married an Axe Murderer","1993","Alcatraz Island","alcatraz island","TriStar Pictures","Thomas Schlamme","Feature Film","94133","2/19/1993","2/22/1993"
"819143","So I Married an Axe Murderer","1993","Aladdin Terrace (off of Taylor Street, Between Filbert and Union)","aladdin terrace (off of taylor street between filbert and union)","TriStar Pictures","Thomas Schlamme","Feature Film","94133","7/19/1993","7/22/1993"
"296257","So I Married an Axe Murderer","1993","305 Hugo Street","305 hugo street","TriStar Pictures","Thomas Schlamme","Feature Film","94122","5/13/1993","5/16/1993"
"108063","So I Married an Axe Murderer","1993","1462 Grant Avenue, at Union Street","1462 grant avenue at union street","TriStar Pictures","Thomas Schlamme","Feature Film","94133","11/7/1993","11/10/1993"
"443362","Forrest Gump","1994","Palace of Fine Arts (3301 Lyon Street)","palace of fine arts (3301 lyon street)","Paramount Pictures","Robert Zemeckis","Feature Film","94123","1/13/1994","1/16/1994"
"806873","Getting Even with Dad","1994","California & Grant Streets","california & grant streets","Metro-Goldwyn-Mayer (MGM)","Howard Dutch","Feature Film","94108","4/10/1994","4/13/1994"
"392885","Getting Even with Dad","1994","War Memorial Building (401 Van Ness Avenue)","war memorial building (401 van ness avenue)","Metro-Goldwyn-Mayer (MGM)","Howard Deutch","Feature Film","94102","12/8/1994","12/11/1994"
"159138","Getting Even with Dad","1994","Transbay Terminal (Mission Street at 1st Street)","transbay terminal (mission street at 1st street)","Metro-Goldwyn-Mayer (MGM)","Howard Deutch","Feature Film","94105","8/5/1994","8/8/1994"
"997253","Getting Even with Dad","1994","140 Maiden Lane","140 maiden lane","Metro-Goldwyn-Mayer (MGM)","Howard Deutch","Feature Film","94108","10/18/1994","10/21/1994"
"799335","Getting Even with Dad","1994","St. Peter & Paul's Church (666 Filbert Street, Washington Square)","st peter & paul's church (666 filbert street washington square)","Metro-Goldwyn-Mayer (MGM)","Howard Deutch","Feature Film","94133","10/3/1994","10/6/1994"
"500629","Getting Even with Dad","1994","Neiman Marcus (150 Stockton Street, Union Square)","neiman marcus (150 stockton street union square)","Metro-Goldwyn-Mayer (MGM)","Howard Deutch","Feature Film","94108","10/1/1994","10/4/1994"
"653570","Getting Even with Dad","1994","Mason Street at Jackson","mason street at jackson","Metro-Goldwyn-Mayer (MGM)","Howard Deutch","Feature Film","94133","11/2/1994","11/5/1994"
"193861","Getting Even with Dad","1994","M.H. de Young Memorial Museum (Golden Gate Park)","mh de young memorial museum (golden gate park)","Metro-Goldwyn-Mayer (MGM)","Howard Deutch","Feature Film","94118","7/6/1994","7/9/1994"
"177487","Getting Even with Dad","1994","Embarcadero Street Station- BART","embarcadero street station- bart","Metro-Goldwyn-Mayer (MGM)","Howard Deutch","Feature Film","94105","9/1/1994","9/4/1994"
"984936","Getting Even with Dad","1994","Candlestick Park (602 Jamestown Ave.)","candlestick park (602 jamestown ave)","Metro-Goldwyn-Mayer (MGM)","Howard Deutch","Feature Film","94124","9/20/1994","9/23/1994"
"405872","Golden Gate","1994","Ross Alley (Chinatown)","ross alley (chinatown)","American Playhouse Theatrical Films","John Madden","Feature Film","94108","9/25/1994","9/28/1994"
"885171","Golden Gate","1994","Bush Street (between Grant & Kearny Streets)","bush street (between grant & kearny streets)","American Playhouse Theatrical Films","John Madden","Feature Film","94104","9/22/1994","9/25/1994"
"321669","Golden Gate","1994","Buena Vista Park (Haight Street at Buena Vista)","buena vista park (haight street at buena vista)","American Playhouse Theatrical Films","John Madden","Feature Film","94117","7/26/1994","7/29/1994"
"201442","Golden Gate","1994","Golden Gate Bridge","golden gate bridge","American Playhouse Theatrical Films","John Madden","Feature Film","94129","7/15/1994","7/18/1994"
"191901","Interview With The Vampire","1994","Ferry Building","ferry building","Geffen Pictures","Neil Jordan","Web Series","94105","7/26/1994","7/29/1994"
"155639","Interview With The Vampire","1994","Golden Gate Bridge","golden gate bridge","Geffen Pictures","Neil Jordan","Web Series","94129","5/5/1994","5/8/1994"
"208284","Interview With The Vampire","1994","100 Market Street at 6th Street","100 market street at 6th street","Geffen Pictures","Neil Jordan","Web Series","94103","5/28/1994","5/31/1994"
"775847","Interview With The Vampire","1994","6th Street On-ramp to Highway 280","6th street on-ramp to highway 280","Geffen Pictures","Neil Jordan","Web Series","94103","10/8/1994","10/11/1994"
"547540","Junior","1994","2552 Hyde Street","2552 hyde street","Northern Lights Entertainment","Ivan Reitman","Feature Film","94109","5/22/1994","5/25/1994"
"305659","Junior","1994","United Nations Plaza (Civic Center)","united nations plaza (civic center)","Northern Lights Entertainment","Ivan Reitman","Feature Film","94102","1/2/1994","1/5/1994"
"465500","Junior","1994","Postcard Row (Alamo Square, Hayes Valley)","postcard row (alamo square hayes valley)","Northern Lights Entertainment","Ivan Reitman","Feature Film","94115","6/10/1994","6/13/1994"
"495063","Junior","1994","Hyatt Fisherman's Wharf (555 Northpoint Street)","hyatt fisherman's wharf (555 northpoint street)","Northern Lights Entertainment","Ivan Reitman","Feature Film","94133","7/8/1994","7/11/1994"
"149595","Junior","1994","Fairmont Hotel (950 Mason Street, Nob Hill)","fairmont hotel (950 mason street nob hill)","Northern Lights Entertainment","Ivan Reitman","Feature Film","94108","8/10/1994","8/13/1994"
"593074","Junior","1994","Chinatown Gate","chinatown gate","Northern Lights Entertainment","Ivan Reitman","Feature Film","94108","1/2/1994","1/5/1994"
"303185","Junior","1994","722 Steiner Street","722 steiner street","Northern Lights Entertainment","Ivan Reitman","Feature Film","94117","12/3/1994","12/6/1994"
"388521","When a Man Loves a Woman","1994","Buena Vista Café (2765 Hyde Street)","buena vista café (2765 hyde street)","Touchstone Pictures","Luis Mandoki","Feature Film","94109","8/24/1994","8/27/1994"
"752178","When a Man Loves a Woman","1994","Victor's Restaurant, The Westin St. Francis Hotel (335 Powell Street)","victor's restaurant the westin st francis hotel (335 powell street)","Touchstone Pictures","Luis Mandoki","Feature Film","94102","6/8/1994","6/11/1994"
"482028","When a Man Loves a Woman","1994","Spring Valley School (1451 Jackson Street)","spring valley school (1451 jackson street)","Touchstone Pictures","Luis Mandoki","Feature Film","94109","7/25/1994","7/28/1994"
"545547","When a Man Loves a Woman","1994","International Studies Academy (993 Vermont Street, Potrero Hill)","international studies academy (993 vermont street potrero hill)","Touchstone Pictures","Luis Mandoki","Feature Film","94107","5/12/1994","5/15/1994"
"608212","When a Man Loves a Woman","1994","Grant Street at Pacific Avenue","grant street at pacific avenue","Touchstone Pictures","Luis Mandoki","Feature Film","94133","6/23/1994","6/26/1994"
"476949","When a Man Loves a Woman","1994","Cybelle's Pizza (1000 Bush Street)","cybelle's pizza (1000 bush street)","Touchstone Pictures","Luis Mandoki","Feature Film","94109","6/22/1994","6/25/1994"
"496987","When a Man Loves a Woman","1994","766 Vallejo Street at Stockton Street (North Beach)","766 vallejo street at stockton street (north beach)","Touchstone Pictures","Luis Mandoki","Feature Film","94133","7/28/1994","7/31/1994"
"495940","When a Man Loves a Woman","1994","1521 Masonic Avenue at Piedmont Street","1521 masonic avenue at piedmont street","Touchstone Pictures","Luis Mandoki","Feature Film","94117","3/7/1994","3/10/1994"
"119634","Copycat","1995","Treasure Island","treasure island","Regency Enterprises","Jon Amiel","Feature Film","94130","8/16/1995","8/19/1995"
